biology,cume,0
100,0,inf
99,0,inf
98,0,inf
97,0.01,99
96,0.03,98
95,0.1,96
94,0.17,95.2222
93,0.37,94.0526
92,0.58,93.2593
91,1.05,92.1837
90,1.8,91.25
89,2.74,90.1429
88,3.78,89.3521
87,5.12,88.494
86,6.65,87.592
85,8.3,86.748
84,9.96,86.0732
83,11.79,85.1709
82,13.83,84.4833
81,15.71,83.8651
80,17.75,82.9538
79,19.8,82.4282
78,21.63,81.9307
77,23.27,81.2208
76,25.07,80.6907
75,27.1,80.2038
74,28.84,79.5973
73,30.78,78.8484
72,32.42,78.4474
71,34.28,77.9877
70,35.88,77.332
69,37.64,76.7589
68,39.34,76.3274
67,41.05,75.8166
66,42.61,75.1354
65,44.08,74.6979
64,45.59,74.3047
63,47.08,73.8609
62,48.76,73.1304
61,50.4,72.6257
60,51.99,72.1816
59,53.56,71.5893
58,55.06,70.9461
57,56.67,70.4641
56,58.32,69.951
55,59.84,69.2059
54,61.31,68.6303
53,62.84,68.0915
52,64.19,67.4263
51,65.67,66.759
50,67.18,66.2158
49,68.87,65.3842
48,70.37,64.6667
47,71.8,64.0854
46,73.29,63.2381
45,74.75,62.5225
44,76.1,61.8633
43,77.31,60.9953
42,78.46,60.4502
41,79.65,59.8017
40,81.04,58.7846
39,82.18,58.2
38,83.36,57.373
37,84.49,56.5849
36,85.62,55.8113
35,86.74,54.8278
34,87.87,54.0795
33,88.94,53.0306
32,90.03,52.094
31,91.05,50.8585
30,91.94,50.0189
29,92.91,48.6471
28,93.78,47.4074
27,94.58,46.2162
26,95.15,44.9839
25,95.83,43.8056
24,96.58,42.1321
23,97.15,40.4565
22,97.67,38.7027
21,98.07,37.4167
20,98.48,35.5625
19,98.74,34.1905
18,99.08,32.2105
17,99.29,30.5333
16,99.51,28.2222
15,99.65,26.4
14,99.77,24.4001
13,99.83,23
12,99.91,20
11,99.93,19
10,99.95,17
9,99.97,15
8,99.98,12
7,99.98,12
6,99.98,12
5,99.98,12
4,99.99,9
3,99.99,9
2,99.99,9
1,99.99,9
0,100,0
chemistry,cume,0
100,0.06,96.5714
99,0.09,96.1429
98,0.14,95.5556
97,0.27,94.5789
96,0.48,93.6296
95,0.78,92.7347
94,1.11,92.0612
93,1.58,91.5
92,2.1,90.9048
91,2.76,90.119
90,3.46,89.5775
89,4.23,89.0352
88,5.04,88.5422
87,5.95,87.9943
86,6.94,87.4253
85,7.97,86.8821
84,9.02,86.4553
83,10.13,86.0041
82,11.41,85.3618
81,12.63,84.848
80,13.94,84.4499
79,15.36,84.0182
78,16.86,83.3302
77,18.28,82.8179
76,19.67,82.4615
75,21,82.1205
74,22.41,81.5931
73,23.96,80.9568
72,25.3,80.6355
71,26.82,80.271
70,28.38,79.8054
69,30.02,79.0633
68,31.66,78.6333
67,33.14,78.2714
66,34.7,77.8156
65,36.3,77.1598
64,37.79,76.7208
63,39.32,76.3325
62,40.83,75.9127
61,42.43,75.214
60,43.84,74.7604
59,45.32,74.375
58,46.77,73.9957
57,48.18,73.3826
56,49.61,72.8464
55,51.06,72.4413
54,52.54,72.0279
53,53.97,71.4062
52,55.33,70.8653
51,56.64,70.4731
50,58.06,70.0479
49,59.36,69.4412
48,60.69,68.8486
47,62.11,68.3486
46,63.42,67.8316
45,64.8,67.1053
44,66.2,66.5683
43,67.56,66.0791
42,68.93,65.3503
41,70.23,64.7236
40,71.56,64.1829
39,72.93,63.4524
38,74.22,62.7613
37,75.48,62.1937
36,76.83,61.3381
35,77.93,60.7014
34,79.24,60.0806
33,80.55,59.0578
32,81.79,58.4
31,83.02,57.6429
30,84.34,56.6792
29,85.62,55.8113
28,86.77,54.8079
27,88,53.9898
26,89.1,52.8889
25,90.11,52.0256
24,91.21,50.7076
23,92.3,49.4769
22,93.24,48.2588
21,94.12,46.8378
20,95.06,45.2
19,95.76,44
18,96.45,42.3774
17,97.13,40.5
16,97.75,38.4865
15,98.25,36.6667
14,98.6,34.8571
13,98.99,32.6842
12,99.21,31.1
11,99.46,28.7778
10,99.68,26.1
9,99.8,23.75
8,99.9,20.5
7,99.97,15
6,99.97,15
5,99.98,12
4,99.99,9
3,99.99,9
2,99.99,9
1,99.99,9
0,100,0
english,cume,0
100,0,inf
99,0,inf
98,0,inf
97,0.01,99
96,0.04,96.8571
95,0.08,96.2857
94,0.21,94.8947
93,0.4,93.9259
92,0.67,92.9592
91,1.05,92.1837
90,1.55,91.5341
89,2.26,90.7143
88,3.05,89.8662
87,4.06,89.1549
86,5.17,88.4639
85,6.46,87.7011
84,7.75,86.9715
83,9.14,86.4065
82,10.47,85.8342
81,11.95,85.0905
80,13.46,84.5957
79,14.94,84.1459
78,16.47,83.5116
77,17.93,82.9077
76,19.49,82.5077
75,21.12,82.0897
74,22.76,81.4416
73,24.25,80.8873
72,25.69,80.542
71,27.25,80.1679
70,28.82,79.6063
69,30.2,78.9902
68,31.56,78.6577
67,32.92,78.3252
66,34.38,77.9467
65,35.61,77.4426
64,36.89,76.9492
63,38.25,76.6041
62,39.52,76.2817
61,40.86,75.8996
60,42.11,75.3537
59,43.3,74.901
58,44.52,74.5833
57,45.77,74.2578
56,46.92,73.9304
55,48.16,73.3913
54,49.32,72.9274
53,50.59,72.5726
52,51.77,72.243
51,52.87,71.8973
50,54.01,71.3884
49,55.16,70.9162
48,56.23,70.5958
47,57.36,70.2575
46,58.57,69.8284
45,59.7,69.2745
44,60.8,68.8099
43,61.97,68.3979
42,63.08,68.007
41,64.23,67.4053
40,65.31,66.8885
39,66.45,66.4784
38,67.6,66.0648
37,68.72,65.4689
36,69.85,64.8781
35,71,64.4106
34,72.24,63.8631
33,73.43,63.1548
32,74.59,62.5946
31,75.86,62.0225
30,77.09,61.1511
29,78.43,60.4645
28,79.78,59.6942
27,81.16,58.7231
26,82.56,58.0051
25,83.95,56.9245
24,85.27,56.0943
23,86.76,54.8146
22,88.17,53.8163
21,89.5,52.547
20,90.79,51.1447
19,92.16,49.6923
18,93.53,47.8704
17,94.76,45.95
16,95.87,43.6944
15,96.84,41.24
14,97.65,38.7567
13,98.33,36.3333
12,98.84,33.6
11,99.26,30.7333
10,99.55,27.6666
9,99.74,25
8,99.86,22
7,99.93,19
6,99.97,15
5,99.99,9
4,99.99,9
3,99.99,9
2,99.99,9
1,100,0
0,100,0
geography,cume,0
100,0,inf
99,0,inf
98,0,inf
97,0.01,99
96,0.06,96.5714
95,0.07,96.4286
94,0.17,95.2222
93,0.24,94.7368
92,0.39,93.963
91,0.53,93.4444
90,0.91,92.4694
89,1.11,92.0612
88,1.61,91.4659
87,1.87,91.1705
86,2.81,90.0595
85,3.23,89.7394
84,4.46,88.8916
83,5.01,88.5602
82,6.5,87.6782
81,7.06,87.3563
80,8.99,86.4675
79,9.61,86.2154
78,11.81,85.1608
77,12.53,84.8784
76,15.1,84.0973
75,15.83,83.8093
74,18.51,82.759
73,19.19,82.5846
72,22.17,81.697
71,22.81,81.4199
70,26,80.4676
69,26.55,80.3357
68,30.04,79.0543
67,30.58,78.8973
66,34.08,78.0416
65,34.56,77.8729
64,38.16,76.6269
63,38.64,76.5051
62,42.31,75.2664
61,42.77,75.0655
60,46.55,74.0547
59,46.86,73.9565
58,50.54,72.5866
57,50.86,72.4972
56,54.61,71.1205
55,54.89,70.997
54,58.33,69.9461
53,58.59,69.8186
52,62.34,68.2676
51,62.6,68.1761
50,66.32,66.5252
49,66.47,66.4712
48,69.95,64.8374
47,70.1,64.7764
46,73.48,63.125
45,73.59,63.0595
44,76.95,61.2518
43,77.04,61.1871
42,80.15,59.3884
41,80.24,59.3141
40,83.07,57.6032
39,83.11,57.5714
38,85.74,55.6981
37,85.76,55.6792
36,88.39,53.5918
35,88.44,53.5408
34,90.57,51.4342
33,90.59,51.4079
32,92.66,48.9412
31,92.67,48.9294
30,94.2,46.7297
29,94.2,46.7297
28,95.59,44.2742
27,95.59,44.2742
26,96.72,41.72
25,96.73,41.68
24,97.63,38.8108
23,97.63,38.8108
22,98.41,36
21,98.41,36
20,99.01,32.5789
19,99.01,32.5789
18,99.41,29.4286
17,99.41,29.4286
16,99.72,25.4
15,99.72,25.4
14,99.87,21.6666
13,99.87,21.6666
12,99.93,19
11,99.93,19
10,99.98,12
9,99.98,12
8,99.98,12
7,99.98,12
6,99.99,9
5,99.99,9
4,100,0
3,100,0
2,100,0
1,100,0
0,100,0
history,cume,0
100,0,inf
99,0,inf
98,0,inf
97,0,inf
96,0.01,99
95,0.02,98.5
94,0.03,98
93,0.06,96.5714
92,0.07,96.4286
91,0.1,96
90,0.15,95.4444
89,0.26,94.6316
88,0.36,94.1053
87,0.57,93.2963
86,0.76,92.7755
85,1.04,92.2041
84,1.41,91.6932
83,1.89,91.1477
82,2.42,90.5238
81,3,89.9014
80,3.69,89.4155
79,4.53,88.8494
78,5.56,88.2289
77,6.65,87.592
76,8.02,86.8618
75,9.52,86.252
74,11.13,85.5025
73,12.95,84.7508
72,14.71,84.2158
71,16.65,83.4279
70,18.82,82.6795
69,21.1,82.0949
68,23.42,81.1558
67,26.05,80.4556
66,28.64,79.6878
65,31.21,78.7433
64,33.88,78.0905
63,36.66,77.0123
62,39.3,76.3376
61,42.2,75.3144
60,44.98,74.4635
59,47.73,73.5783
58,50.4,72.6257
57,53.25,71.7277
56,55.88,70.7006
55,58.65,69.7892
54,61.29,68.6373
53,64.09,67.479
52,66.38,66.5036
51,68.88,65.3785
50,71.22,64.3211
49,73.37,63.1905
48,75.43,62.2162
47,77.48,60.9147
46,79.27,60.0664
45,81,58.8051
44,82.81,57.8095
43,84.41,56.6352
42,85.74,55.6981
41,87.09,54.596
40,88.46,53.5204
39,89.55,52.5043
38,90.73,51.2237
37,91.78,50.1698
36,92.66,48.9412
35,93.47,47.9815
34,94.24,46.6757
33,94.91,45.575
32,95.44,44.5161
31,95.98,43.3889
30,96.56,42.1698
29,97,40.7826
28,97.42,39.7
27,97.85,38.2162
26,98.16,37.0416
25,98.5,35.4375
24,98.77,34.0476
23,99.06,32.3158
22,99.27,30.6667
21,99.44,29
20,99.59,27
19,99.7,25.8001
18,99.79,24
17,99.88,21.3334
16,99.92,19.5002
15,99.93,19
14,99.95,17
13,99.97,15
12,99.98,12
11,99.98,12
10,100,0
9,100,0
8,100,0
7,100,0
6,100,0
5,100,0
4,100,0
3,100,0
2,100,0
1,100,0
0,100,0
matha,cume,0
100,0.01,99
99,0.01,99
98,0.03,98
97,0.03,98
96,0.07,96.4286
95,0.07,96.4286
94,0.16,95.3333
93,0.17,95.2222
92,0.24,94.7368
91,0.29,94.4737
90,0.42,93.8519
89,0.5,93.5556
88,0.71,92.8775
87,0.77,92.7551
86,1.04,92.2041
85,1.22,91.9091
84,1.54,91.5455
83,1.75,91.3068
82,2.11,90.8929
81,2.36,90.5952
80,2.77,90.1071
79,3.18,89.7747
78,3.76,89.3662
77,4.16,89.0845
76,4.88,88.6386
75,5.39,88.3313
74,6.07,87.9253
73,6.81,87.5
72,7.69,86.9959
71,8.39,86.7114
70,9.44,86.2846
69,10.28,85.9296
68,11.28,85.4271
67,12.41,84.9149
66,13.62,84.5471
65,14.6,84.2492
64,16.15,83.6605
63,17.19,83.1767
62,18.67,82.7179
61,19.94,82.3923
60,21.61,81.9394
59,22.83,81.4113
58,24.65,80.7914
57,25.76,80.5252
56,27.65,80.0719
55,29.1,79.4796
54,30.97,78.802
53,32.72,78.3741
52,34.73,77.8033
51,36.07,77.2541
50,38.34,76.5812
49,39.63,76.2538
48,41.88,75.4541
47,43.36,74.8854
46,45.14,74.4219
45,46.7,74.0156
44,48.82,73.1043
43,50.07,72.7179
42,52.33,72.0866
41,53.7,71.5268
40,55.87,70.7036
39,57.42,70.2395
38,59.23,69.5049
37,60.63,68.8697
36,62.76,68.1197
35,63.78,67.6421
34,65.85,66.6942
33,67.27,66.1835
32,68.93,65.3503
31,70.4,64.6545
30,72.12,63.9345
29,73.14,63.3274
28,74.98,62.4189
27,76.06,61.8921
26,77.76,60.782
25,78.98,60.2038
24,80.45,59.1405
23,81.68,58.4564
22,83.12,57.5635
21,84.11,56.8239
20,85.73,55.7075
19,86.55,54.9536
18,88.03,53.9592
17,89.13,52.8633
16,90.22,51.8947
15,91.47,50.4623
14,92.71,48.8824
13,93.39,48.0824
12,94.63,46.1487
11,95.23,44.8548
10,95.9,43.6111
9,96.91,40.9783
8,97.39,39.85
7,97.94,37.9583
6,98.63,34.7143
5,98.7,34.381
4,99.07,32.2632
3,99.44,29
2,99.47,28.6667
1,99.83,23
0,100,0
mathb,cume,0
100,1.29,91.8295
99,1.29,91.8295
98,1.39,91.7159
97,1.4,91.7045
96,3.1,89.831
95,3.21,89.7535
94,3.68,89.4225
93,5.12,88.494
92,6.07,87.9253
91,6.34,87.7701
90,7.7,86.9919
89,8.48,86.6748
88,9.65,86.1992
87,10.76,85.6884
86,11.49,85.3216
85,13.08,84.7112
84,14.22,84.3647
83,14.9,84.1581
82,16.64,83.4326
81,17.67,82.9744
80,18.75,82.6974
79,20.58,82.2282
78,21.37,82.0256
77,22.83,81.4113
76,24.54,80.8177
75,25.34,80.6259
74,26.96,80.2374
73,28.3,79.8416
72,29.22,79.4253
71,30.88,78.824
70,31.87,78.5819
69,33.12,78.2763
68,34.82,77.7664
67,35.62,77.4385
66,37.12,76.8909
65,38.59,76.5178
64,39.41,76.3096
63,40.87,75.8952
62,41.8,75.4891
61,42.93,74.9974
60,44.37,74.6224
59,45.28,74.3854
58,46.5,74.0677
57,47.7,73.5913
56,48.59,73.2043
55,50.04,72.7263
54,51.01,72.4553
53,52.14,72.1397
52,53.51,71.6116
51,54.42,71.2054
50,55.59,70.7874
49,56.8,70.4251
48,57.68,70.1617
47,59.01,69.6127
46,60.03,69.1127
45,60.99,68.743
44,62.22,68.3099
43,63.02,68.0282
42,64.24,67.4
41,65.36,66.8705
40,66.27,66.5432
39,67.64,66.0504
38,68.73,65.4633
37,69.83,64.8862
36,71.13,64.3577
35,71.78,64.0935
34,72.97,63.4286
33,73.93,62.8919
32,74.82,62.491
31,76.14,61.8345
30,77.34,60.981
29,77.97,60.6825
28,79.41,60
27,79.96,59.5455
26,81.14,58.7333
25,82.3,58.1385
24,83.17,57.5238
23,84.3,56.7044
22,85.49,55.934
21,86.08,55.3774
20,87.49,54.3311
19,88.09,53.898
18,89.11,52.8803
17,90.2,51.9211
16,90.9,51
15,91.96,50
14,93.12,48.4
13,93.34,48.1412
12,94.54,46.2703
11,95.24,44.8387
10,95.91,43.5833
9,96.96,40.8696
8,97.49,39.35
7,97.83,38.2703
6,98.46,35.6875
5,98.5,35.4375
4,99.03,32.4737
3,99.48,28.5555
2,99.48,28.5555
1,99.83,23
0,100,0
physics,cume,0
100,0,inf
99,0.02,98.5
98,0.05,96.7143
97,0.11,95.8889
96,0.17,95.2222
95,0.27,94.5789
94,0.36,94.1053
93,0.57,93.2963
92,0.78,92.7347
91,1.01,92.2653
90,1.29,91.8295
89,1.56,91.5227
88,1.93,91.1023
87,2.37,90.5833
86,2.92,89.9577
85,3.54,89.5211
84,4.24,89.0282
83,4.99,88.5723
82,5.72,88.1325
81,6.53,87.6609
80,7.4,87.1609
79,8.29,86.752
78,9.27,86.3537
77,10.38,85.8794
76,11.5,85.3166
75,12.73,84.8176
74,13.9,84.462
73,15.09,84.1003
72,16.36,83.5628
71,17.7,82.9667
70,19.25,82.5692
69,20.68,82.2026
68,22.14,81.71
67,23.51,81.1169
66,24.94,80.7218
65,26.46,80.3573
64,28.06,79.9502
63,29.67,79.2217
62,31.09,78.7726
61,32.68,78.3839
60,34.05,78.0489
59,35.65,77.4262
58,37.16,76.8807
57,38.77,76.4721
56,40.35,76.0711
55,41.96,75.4192
54,43.67,74.8047
53,45.21,74.4036
52,46.65,74.0286
51,48.11,73.413
50,49.57,72.8575
49,51.02,72.4525
48,52.67,71.9866
47,54.25,71.2812
46,55.98,70.6707
45,57.61,70.1826
44,59.32,69.4608
43,60.93,68.7641
42,62.73,68.1303
41,64.43,67.3
40,66.27,66.5432
39,67.88,65.9435
38,69.82,64.8902
37,71.79,64.0894
36,73.7,62.9955
35,75.44,62.2117
34,77.45,60.9289
33,79.55,59.8843
32,81.38,58.6103
31,83.15,57.5397
30,84.78,56.4025
29,86.39,55.0849
28,88.05,53.9388
27,89.6,52.4615
26,91.04,50.8679
25,92.31,49.4615
24,93.54,47.8518
23,94.63,46.1487
22,95.75,44.0161
21,96.63,42.0377
20,97.35,40.0217
19,97.96,37.875
18,98.4,36.0417
17,98.81,33.8
16,99.2,31.2
15,99.4,29.5714
14,99.55,27.6666
13,99.68,26.1
12,99.79,24
11,99.87,21.6666
10,99.92,19.5002
9,99.94,18
8,99.95,17
7,99.97,15
6,99.97,15
5,99.97,15
4,99.97,15
3,100,0
2,100,0
1,100,0
0,100,0
society,cume,0
100,0.01,99
99,0.01,99
98,0.01,99
97,0.04,96.8571
96,0.07,96.4286
95,0.15,95.4444
94,0.36,94.1053
93,0.46,93.7037
92,0.73,92.8367
91,1.08,92.1225
90,1.64,91.4318
89,2.14,90.8571
88,3.14,89.8028
87,3.82,89.3239
86,5.16,88.4699
85,6.19,87.8563
84,8.07,86.8415
83,9.42,86.2927
82,11.51,85.3116
81,13,84.7356
80,15.47,83.9767
79,17.34,83.107
78,20.12,82.3462
77,22.05,81.7489
76,25,80.7074
75,26.94,80.2422
74,30.16,79
73,32.25,78.489
72,35.24,77.5943
71,37.17,76.8782
70,40.42,76.0533
69,42.59,75.1441
68,45.82,74.2448
67,47.88,73.513
66,51.14,72.419
65,52.93,71.8705
64,55.86,70.7066
63,57.93,70.0868
62,60.91,68.7711
61,62.82,68.0986
60,65.59,66.7878
59,67.31,66.1691
58,69.95,64.8374
57,71.77,64.0976
56,74.29,62.7297
55,75.96,61.964
54,78.26,60.545
53,79.79,59.686
52,81.88,58.3538
51,83.09,57.5873
50,84.93,56.3082
49,86.14,55.3208
48,87.82,54.1126
47,88.76,53.2143
46,90.01,52.1111
45,90.91,50.9906
44,92.06,49.8462
43,92.76,48.8235
42,93.78,47.4074
41,94.45,46.3919
40,95.28,44.7742
39,95.81,43.8611
38,96.45,42.3774
37,96.87,41.12
36,97.39,39.85
35,97.67,38.7027
34,98.01,37.6667
33,98.25,36.6667
32,98.5,35.4375
31,98.69,34.4286
30,98.89,33.2667
29,99.01,32.5789
28,99.22,31
27,99.32,30.3334
26,99.45,28.8889
25,99.55,27.6666
24,99.65,26.4
23,99.73,25.1999
22,99.81,23.5001
21,99.85,22.3334
20,99.9,20.5
19,99.93,19
18,99.95,17
17,99.97,15
16,99.98,12
15,99.98,12
14,99.99,9
13,99.99,9
12,100,0
11,100,0
10,100,0
9,100,0
8,100,0
7,100,0
6,100,0
5,100,0
4,100,0
3,100,0
2,100,0
1,100,0
0,100,0
